RegionName,State,Metro,StateCodeFIPS,MunicipalCodeFIPS,1996-04,1996-05,1996-06,1996-07,1996-08,1996-09,1996-10,1996-11,1996-12,1997-01,1997-02,1997-03,1997-04,1997-05,1997-06,1997-07,1997-08,1997-09,1997-10,1997-11,1997-12,1998-01,1998-02,1998-03,1998-04,1998-05,1998-06,1998-07,1998-08,1998-09,1998-10,1998-11,1998-12,1999-01,1999-02,1999-03,1999-04,1999-05,1999-06,1999-07,1999-08,1999-09,1999-10,1999-11,1999-12,2000-01,2000-02,2000-03,2000-04,2000-05,2000-06,2000-07,2000-08,2000-09,2000-10,2000-11,2000-12,2001-01,2001-02,2001-03,2001-04,2001-05,2001-06,2001-07,2001-08,2001-09,2001-10,2001-11,2001-12,2002-01,2002-02,2002-03,2002-04,2002-05,2002-06,2002-07,2002-08,2002-09,2002-10,2002-11,2002-12,2003-01,2003-02,2003-03,2003-04,2003-05,2003-06,2003-07,2003-08,2003-09,2003-10,2003-11,2003-12,2004-01,2004-02,2004-03,2004-04,2004-05,2004-06,2004-07,2004-08,2004-09,2004-10,2004-11,2004-12,2005-01,2005-02,2005-03,2005-04,2005-05,2005-06,2005-07,2005-08,2005-09,2005-10,2005-11,2005-12,2006-01,2006-02,2006-03,2006-04,2006-05,2006-06,2006-07,2006-08,2006-09,2006-10,2006-11,2006-12,2007-01,2007-02,2007-03,2007-04,2007-05,2007-06,2007-07,2007-08,2007-09,2007-10,2007-11,2007-12,2008-01,2008-02,2008-03,2008-04,2008-05,2008-06,2008-07,2008-08,2008-09,2008-10,2008-11,2008-12,2009-01,2009-02,2009-03,2009-04,2009-05,2009-06,2009-07,2009-08,2009-09,2009-10,2009-11,2009-12,2010-01,2010-02,2010-03,2010-04,2010-05,2010-06,2010-07,2010-08,2010-09,2010-10,2010-11,2010-12,2011-01,2011-02,2011-03,2011-04,2011-05,2011-06,2011-07,2011-08,2011-09,2011-10,2011-11,2011-12,2012-01,2012-02,2012-03,2012-04,2012-05,2012-06,2012-07,2012-08,2012-09,2012-10,2012-11,2012-12,2013-01,2013-02,2013-03,2013-04,2013-05,2013-06,2013-07,2013-08,2013-09,2013-10,2013-11,2013-12,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05
Rush,IN,,18,139,63500,64600,64900,64600,64800,65400,66000,66700,67600,69000,69800,69600,69100,69800,71100,71900,72100,72000,71800,72000,72100,71700,71500,71600,72000,72300,72500,72500,72200,72000,72300,73100,73500,73700,73800,74400,74700,74700,74400,74000,73400,72800,72400,72000,71800,72000,72400,72800,73400,73600,73600,73600,73900,74000,73800,73600,74100,75100,76400,77700,78500,79100,79300,79000,78600,78500,78700,79100,79700,80400,80900,81300,81500,81100,81100,81700,82100,82600,83700,84400,84800,85200,85500,85400,85400,85500,85300,84900,85000,85700,86600,86700,86100,85900,85900,86400,88000,89700,90700,92500,95500,97600,98600,100000,101500,102600,103800,104200,102700,101100,100900,101800,102600,103400,103100,102300,101300,100300,98500,96200,93700,92900,93700,94100,93200,92300,91200,89600,88000,86700,85400,84600,85300,86300,85900,83900,81700,80300,79100,77600,77100,77800,78900,79500,79700,79900,80200,80000,79500,79400,79200,78400,78100,78600,78800,78400,78100,77900,77300,77200,78100,78800,81400,86400,88700,84500,81300,81800,84300,84200,82600,81700,82000,81000,79600,79100,79100,79900,79800,78600,75400,72900,73600,76100,75900,75000,73900,72600,71200,71000,71500,72600,73300,74100,74300,74200,73200,71900,71000,70600,71500,74200,77200,77000,74900,74600,75300,75400,75800,76300,76800,77600,78500,80000,80400,81700,84500,85300,82500,80300,79900,80900,81200,80300,79200,78300,78000,78000,79000,80300
Parke,IN,,18,121,62000,62800,62700,61800,60900,60900,61400,61200,60500,60900,61700,62000,62000,61800,61700,61700,61500,61100,60800,60900,61400,61800,62100,61800,61400,61600,62200,63000,63700,63800,63900,64100,64200,64500,65200,66000,66500,66500,66100,65500,64800,64800,64900,65000,65400,66000,66300,66900,67900,68700,69000,68900,68800,68700,68600,68900,69600,70000,70400,70800,71000,71100,71300,71800,72500,73200,73800,74100,73600,73100,73200,73500,73000,72400,72500,73100,73500,73600,73700,74000,74600,75200,75500,75800,76300,76800,77200,77400,77600,78600,80200,81500,82900,84800,86000,86700,87900,89100,89400,90500,92900,94600,94800,95100,95300,95500,95700,95500,94700,94500,95100,95800,95800,95100,94400,94100,93900,93000,91500,90300,89800,89600,90100,90600,90700,90500,90400,90200,89500,87700,86200,86100,85600,84600,83600,83100,82600,82300,82300,82000,81300,81500,82200,82700,84000,86000,86000,84000,82600,82100,81400,81000,80900,80800,80700,80500,79500,78200,77100,76700,76900,77400,78000,79100,79700,79800,80400,79400,78100,77800,77900,77400,77100,75800,75500,75300,74200,73200,74000,75600,76700,77500,79100,79500,79300,79500,78300,76300,77500,79900,79600,79500,80300,81000,82700,84600,83900,83400,83700,83400,82800,83400,83000,81900,80900,80600,80400,82400,84800,85500,86500,87900,88000,86900,86300,86800,88800,87800,84400,81500,80000,79400,78900,78700,78700,78800,79100,79400,79000,78600
Fountain,IN,,18,45,59700,60700,60600,59700,58800,58600,59000,59100,58800,59600,60900,61300,61100,61100,61300,61400,61000,60400,60300,60800,61400,61600,61700,61500,60800,60600,61300,62600,63500,63900,64400,64700,64600,64300,64700,65800,66400,66200,65600,64800,64300,64400,64600,64700,65100,65600,66200,66900,68000,68600,69000,69200,69200,69100,68700,68700,69500,70300,70600,71100,71500,71800,72400,73400,74600,75300,75800,75900,75300,74800,74700,74500,73700,73100,73300,73500,73500,73800,74000,74100,74200,74700,75200,75500,75700,75900,76200,77100,78600,80200,81800,83700,85600,87200,88300,89700,91500,93600,95100,95800,96400,97300,97700,98200,98400,98700,98500,97600,96900,96900,96500,96200,96100,95700,95800,96100,96300,96200,95000,93000,91000,89300,88900,89600,89900,90500,91400,91600,90600,89300,87600,86000,84800,83700,82900,82600,82800,81100,77700,74700,73700,73800,75200,78200,82700,87300,88600,86100,83600,82300,80700,78800,77500,76600,75400,73600,71400,69400,68100,67400,66600,66500,66900,67000,65000,62700,63300,65400,65900,66500,67800,68500,69400,70500,70700,70300,71700,74000,74200,73200,72800,71100,69600,69500,68400,66400,66300,67400,67600,66500,65600,64700,64000,62500,61100,61200,62200,63100,66600,70700,72300,73400,74400,74500,74300,74900,75800,76700,75900,74800,73100,73700,76400,79000,79400,79700,79900,80300,80600,80700,81800,83500,83800,83200,83000,83100,83200,83200,83300,83700
Pitkin,CO,,8,97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,714700,740600,782400,805700,805700,794100,779300,738700,694000,674300,675200,667100,644900,618700,600200,606700,626800,628700,611600,622100,654200,673900,678000,689700,701200,711700,712400,706600,707400,720400,734400,738800,740000,748300,758600,767900,785900,809000,831900,852400,871700,893700,907500,907700,910800,922300,934300,946600,958800,976200,996500,1014500,1035900,1066600,1099800,1130700,1165000,1200500,1232300,1257700,1284400,1307200,1327500,1348800,1372700,1400100,1429500,1454500,1473000,1499700,1519400,1527400,1525200,1521800,1515700,1501200,1470900,1437500,1406800,1365500,1318400,1276300,1253300,1243300,1230200,1203100,1176100,1153800,1131400,1107000,1085900,1070200,1057800,1044000,1028900,1008200,995400,997500,1008800,1014600,1017100,1020000,1023300,1024300,1016400,999100,982100,975200,973100,970000,956000,936900,924300,919200,912800,905900,900100,898700,899600,903100,904300,898000,890100,890500,896400,900800,903300,909700,921900,925000,917800,919100,930100,934500,933100,933700,938400,941800,945400,947200,950100,959000,968300,968200,962500,972800,998000,1018600,1027100,1034700,1037000,1032900,1031300,1041300,1055000,1061200,1068700,1078500,1085700,1091800
Chester,TN,Jackson,47,23,57500,56900,56300,55700,55400,55300,55000,54300,54200,54600,55300,56300,57200,58200,59900,61700,62100,62200,62500,63400,64200,64800,65200,65900,67100,67500,67800,68100,68400,68800,70100,71300,71300,70200,69200,68600,68400,68400,68200,67800,67500,67200,66400,65800,65900,66400,66700,67300,68000,68300,68100,68100,68200,68000,67400,66900,66700,66700,66500,65800,65400,65700,66400,66700,67000,67500,68400,69400,70200,70700,71400,72100,72600,73000,73000,73100,74000,75300,76000,76400,77100,77600,77700,78000,78400,78400,78500,78700,78600,78400,78800,78900,78700,78300,78600,79200,79200,78400,77700,77300,77000,76900,76900,76700,76200,75600,75400,75600,75900,76500,77200,77400,77500,77500,77800,78600,79400,79900,80300,80400,80700,81200,81800,82300,82400,82400,82300,81600,80900,80800,80400,79700,79300,79300,79500,79900,80300,80400,79900,80000,80300,80600,80800,81200,81500,81700,81800,82200,82800,83900,84400,84200,84900,86100,86400,86000,85800,85900,86000,86100,86300,86100,85800,85900,86400,86300,86600,87200,87300,86800,86600,86300,85900,85400,85100,84800,84300,83600,83500,84100,85000,85600,85700,85600,85800,86000,86300,86500,86100,85700,85700,85800,85600,85700,86000,86000,85800,85700,86100,87500,89500,90500,91100,91400,91500,91800,92500,93100,93000,92900,93200,93500,93700,94100,94000,93200,91900,90900,90400,90000,89700,89900,90400,90400,89700,89000,89000,89300,90300,91500
Wayne,TN,,47,181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72700,73100,73300,74000,74900,75500,76300,77500,78200,78300,78200,78500,78600,78400,78200,77800,77200,77100,77100,76500,75200,73500,71700,70200,68700,68300,69200,69800,68700,67400,67400,67900,68100,69900,72700,74200,74800,75100,74700,74300,74200,74100,74500,75600,76600,77300,77700,78300,78700,78500,78200,78400,77900,77000,77100,76800,76000,76300,78000,80500,83300,85000,85400,86000,85700,85200,85300,85900,85900,85800
Gilchrist,FL,Gainesville,12,41,63900,63600,62700,62300,62000,62100,61900,61500,61300,61700,62400,62500,62100,61600,61000,60800,61000,60500,59700,59300,59300,59100,58700,58000,56900,56000,55900,56200,56200,56300,57300,58200,58900,59900,61800,63000,63500,63800,64200,64800,65800,66900,66600,66200,66700,67100,66000,65100,66000,68100,69800,70100,70000,70600,71800,72000,71100,70700,71300,73300,75200,75400,74800,75900,77800,78700,78500,79000,79900,80300,81600,82800,82700,83400,85500,86900,87100,86900,87700,88200,86800,85100,84400,83800,83100,82600,82500,81900,80900,80500,81200,83100,86600,90700,94100,97000,100600,104500,106600,108000,111400,115600,118400,120300,121900,123600,124400,124600,125500,127100,129100,131900,134900,138000,141800,146000,149600,152000,152800,153400,153400,153800,155700,158600,159700,159800,159000,157000,153900,152100,151500,152100,152800,153000,152000,151200,151000,150200,149100,150300,153100,154500,153900,153000,152100,150500,149100,148200,146700,144300,142200,140100,139200,139800,140000,138300,136700,135000,133500,131600,129800,128600,127400,125700,125300,125800,126300,126400,126400,126000,125700,125300,125500,126400,128000,127600,125100,122200,122300,123700,125100,126900,127300,124400,120900,118700,117000,115800,113900,111700,110100,109000,107800,106900,105900,105800,106900,108200,108100,107500,106800,106400,106800,107700,107600,106500,106200,107500,108300,107000,105300,105700,106800,107000,106200,105900,106000,105000,103100,101700,100900,100800,101200,101300,100900,100100,98200,95600,93400,92100
Polk,TN,Cleveland,47,139,57200,56600,56200,56200,56300,56600,57000,56400,55300,55100,55500,55600,55200,55000,55400,56200,55800,54700,54500,55100,55900,56600,57500,58300,59100,59000,57900,55900,56600,59400,60700,60200,60700,61700,62400,62400,62500,63000,62800,61400,59900,58800,58200,60100,62800,63300,61700,60900,60500,61300,62600,63700,64300,64300,64900,64900,63600,62400,62600,62800,62800,62300,63100,64700,65700,66100,67000,67700,68100,68300,68600,69700,71200,72000,72700,73300,73400,73700,75000,76000,76000,75400,75000,75500,77000,78900,80600,82800,85100,85900,83500,80900,80100,81300,83200,83800,82900,82300,81800,80900,81000,81800,83100,84800,85700,86100,86500,87100,87700,88100,88200,88800,89600,90700,91700,93000,94700,96600,98200,100000,102300,104100,105600,107000,108000,109000,111100,113200,113700,112600,111500,110600,110200,110600,111300,112200,112800,113000,113400,114100,114800,115300,115700,115900,115600,115200,115000,114300,113300,111900,109500,106700,107600,110600,112200,111800,111300,109400,106700,104600,103100,103100,104400,106000,106600,107300,107600,107300,106600,106100,105400,104200,102900,101400,99400,96900,93500,90300,88600,87800,86800,86400,86300,86600,87500,89300,91400,93500,95600,97600,98800,99100,99600,100600,102200,103100,102200,99700,96800,94900,94000,93200,92900,93500,94500,95500,96400,97300,98900,100700,102000,102500,102300,101800,101400,102800,106000,108700,109700,110200,110500,110700,111300,111900,111900,112300,113500,114100,112400,110500
Benton,TN,,47,5,49400,50400,50500,50700,50900,50500,49800,50200,51600,52600,53300,53800,54500,55200,55600,55300,55000,54900,54600,53900,53400,53500,53600,53100,52100,51700,52400,53100,53400,54500,56300,56700,56100,55200,55400,56000,56700,56700,56800,56900,57500,58200,58700,59000,58800,59100,59800,60000,59200,58200,56900,55800,54700,53800,53100,53300,53600,53100,52200,51700,52200,53300,54400,54800,54700,54600,55100,55600,55900,56300,56700,57100,57500,57700,57300,57100,57600,58200,58100,58200,58900,59400,60200,61000,61600,61900,62300,62900,63300,63300,63500,63900,63900,63500,62800,61900,61200,60700,60600,60900,61400,61900,61500,60500,60100,60700,62000,63700,65000,65600,66100,67000,67700,68300,69300,70400,70900,70900,70700,70200,69500,69100,68700,68100,67200,66300,65900,66100,66500,66400,65800,65200,65100,65200,65700,66400,67200,68000,68700,68700,67700,66500,65700,65000,64800,65300,65600,65300,64800,64200,63500,63000,63800,65400,66400,66800,67100,67100,66900,66500,66000,65400,64700,64300,64200,64400,64500,64000,63400,63000,62300,61900,62200,62700,63000,62900,62700,62800,63400,64200,64800,65100,65600,66500,67600,68800,69900,71100,72100,72800,73500,73800,73800,73900,74100,73700,73500,73000,71900,70300,68600,66800,65700,65100,64500,64100,63600,62700,62100,62500,64000,66200,68200,70000,70800,72200,74300,75500,75600,76100,76200,75500,74900,74300,73100,71400,70600,70300,69800,69100
Dixie,FL,,12,29,39600,40200,40000,39600,39600,39700,39400,39200,39600,40800,42200,42200,41600,41800,41800,41600,42300,42800,42300,42300,42500,42500,42900,43600,43700,43400,43400,43700,43700,43300,43000,42800,43000,42700,42400,42300,42500,42400,43000,43500,43200,43100,44100,45300,46000,46200,47100,48000,48800,49400,50700,51300,50700,50100,50500,51200,50900,50600,50200,50100,51200,53100,53500,52900,52600,53900,55100,56000,57600,59700,60200,59900,59200,58000,57500,58400,60400,61400,61200,60300,59000,58600,59100,59700,60300,60900,61900,63100,63400,62900,63400,64200,65000,65100,65100,65100,64700,63900,64300,65800,67500,68400,68500,68400,69100,70800,72500,74400,76900,79000,78800,78000,78600,80800,84200,88700,90300,89400,89900,92000,94000,97000,100400,101800,101400,101000,101000,101400,102200,102500,102700,102300,100000,96800,94400,94000,94900,95000,93700,93500,94900,96600,97400,97200,98200,101000,105100,106100,105800,106200,105100,100000,97400,97000,95800,93900,92500,91000,89500,88200,87100,86000,85000,84500,84200,83600,82500,80900,79600,78200,76500,75200,74200,73300,72300,71000,69000,67600,67400,68400,69100,69200,69100,69200,69000,69200,70100,70900,71400,72100,72500,72100,71600,71400,70900,70400,70200,70200,70600,71200,71100,70300,69400,68800,68100,67200,66700,66900,67000,67000,67300,68100,68700,68800,69300,70700,71800,72000,72000,73300,74300,74000,73700,74900,76600,78300,79600,80200,81300,82800
Park,CO,Denver,8,93,116700,118500,119700,120400,121200,122300,123200,123000,122100,122700,124500,125100,124200,123700,123900,124300,124900,126100,127200,128100,129200,130200,131200,131800,132100,132400,132600,132700,132900,132900,132300,132000,132700,133700,134000,134800,136200,137200,138400,140600,142500,143800,145100,146300,147400,149000,151200,152900,154200,155300,156600,158200,159800,160800,161800,162500,162100,161800,162500,163000,162300,161300,161000,161000,161200,161600,162200,163500,165000,166000,166400,167200,169600,172400,174000,174600,175300,175400,175100,175100,175600,176200,176700,177000,177100,176500,176000,175900,176700,177600,178600,179300,179800,180100,181100,182900,184800,187000,189200,190300,190400,191200,192500,193600,193700,193500,193400,194300,195500,196100,195700,195300,195200,195900,196400,196800,197800,199000,199600,199300,198500,197900,198500,199600,200500,201300,202400,203400,204400,205100,205100,205000,205900,207300,209100,211500,213700,214800,215500,216200,216700,217200,217200,215800,213800,212000,210000,207700,204600,201800,200000,199000,198900,199800,200400,199800,198600,197300,195900,194600,193900,193700,193000,192300,191400,190600,189900,189600,189500,190200,191100,192000,192400,192100,191100,190300,189600,189000,188600,188000,187100,185800,184200,182100,180600,179400,178600,178300,178800,179400,180300,181600,181800,180600,180000,181200,182700,183800,184700,184800,184000,182900,182400,183400,186200,189200,191900,194300,196700,198300,198700,198000,197500,197500,198300,199400,201300,204300,207200,208700,210100,212700,216100,219600,222600,224500,226600,230000,232900,234700
Tipton,IN,Kokomo,18,159,73200,75800,77700,78200,78000,78300,78800,79000,79000,79400,80300,81200,81500,81600,82100,83000,83800,84100,84100,84500,85300,85800,85900,86200,86700,86900,86800,86800,86900,87100,87500,88000,88300,88500,88600,88700,88600,88600,88700,89000,89200,89300,89300,89600,89600,89700,90200,90900,90800,90500,90800,91500,92300,92700,93600,94500,96000,97900,99900,101100,102000,102400,102600,102600,102900,103200,103200,102900,102900,103300,103400,103100,102800,102700,102500,101700,101200,101000,100900,100800,100600,100800,101100,101300,101200,101200,100600,100100,100400,101600,103000,104300,105600,106600,107100,107200,107700,108700,110200,111700,112800,113200,113600,113700,113000,112300,112800,114000,114800,114900,115100,115700,116400,116000,114600,113500,113600,114500,114700,113800,112800,112700,112700,112700,113000,114300,115600,116300,116300,115500,114300,113300,112500,111800,111800,111600,110700,109000,108100,107800,107800,108000,108000,107400,108400,110700,110900,108900,107100,105400,103700,102100,101100,100600,100100,98100,96200,94400,93200,92900,93600,93500,93300,94700,94100,90100,87000,89100,92600,93600,93800,94700,94600,94200,94600,95000,95500,95800,96700,98000,95100,91500,89900,90000,90100,91600,90500,88200,87600,89300,89500,88100,87000,87300,88900,89800,88100,87200,89000,90400,91000,92800,94600,95300,96400,97200,97800,98700,99900,100500,100800,100100,98800,98700,99600,100200,100800,101600,101000,99800,100900,102300,102800,102800,103300,103800,104500,104300,104400,105000
Gulf,FL,,12,45,63600,62900,61400,60600,59900,59800,60400,61600,62600,63300,64600,65400,66000,66700,67300,67400,67900,69000,69300,67800,66400,66100,66200,66000,66600,67900,69000,70400,72800,74300,74700,75100,76300,77600,78400,78600,78900,79400,79800,79100,78600,78100,77100,76200,76000,76300,77200,79200,81400,82800,83900,85500,86600,87600,89200,91900,94000,94400,94400,94300,93400,92700,92300,91600,91200,91400,91700,91800,92100,92700,93600,95300,96300,96800,99900,105000,110100,114700,119100,122700,124900,126900,129900,132100,133700,136700,139500,140000,138900,139000,141400,144300,147300,150300,153300,157100,162000,166800,170900,175600,181200,185400,187300,189200,192200,196500,199500,201700,205900,211400,214600,216600,219800,225300,230800,234300,234800,233800,234300,235700,236500,235000,232100,230700,228600,223300,217200,213100,209900,205600,198800,192100,186600,181300,176000,171700,168300,165500,164800,166300,166000,164100,163500,164400,164500,164500,165000,164400,161200,157100,153200,148000,147900,153800,158800,157900,154400,151600,150700,150100,148800,148100,147600,147100,146100,143500,140200,137800,137300,137600,137900,138800,140300,141100,141500,142300,142600,142400,142700,142800,141800,140700,139400,138000,137300,136600,134600,132800,131400,129100,127100,126300,126100,124400,121300,118200,118000,119500,120400,120100,120500,122800,127000,130100,130400,130300,131700,133000,134000,136100,138600,140800,140300,136800,133200,134800,140200,145300,147800,149500,150500,151000,152400,153900,154000,153200,152600,151500,151000,151300
San Juan,WA,,53,55,234500,237600,239300,238700,238500,237200,234800,231300,228300,226500,224900,221900,220600,219500,216600,213800,211700,209400,208500,205600,202400,202500,204300,204400,203100,202100,202200,203900,207800,212900,219700,225200,225500,225500,229700,234500,238900,245600,251400,256500,263900,269000,266700,263100,263800,267500,272000,275100,272400,266900,266900,271600,271600,270500,275100,286000,291300,288300,284400,285300,288200,291600,291500,288700,287800,288500,288400,286700,283900,282400,283000,284800,286700,288300,291700,296400,300300,302400,301800,301200,306800,316000,320800,320900,322200,326700,330500,330300,327700,326400,329300,332900,336400,338800,338600,337800,337900,336600,337000,341500,345700,348200,351000,355700,361900,369300,378100,387200,394500,401600,407200,410900,414200,417500,420700,427600,433800,435800,438400,442600,446600,451400,455700,459400,467200,481300,493900,498600,493200,484400,479900,482700,487800,489500,490500,495600,502400,505000,505400,505700,506100,506600,505200,500100,497000,498100,495800,485900,474400,469200,466100,457600,456800,470200,484000,488700,488800,484900,479800,473200,464800,456000,449100,444800,444600,444000,438100,430200,424900,421000,419000,420800,425300,424900,420100,417200,415300,410600,407600,404900,400500,396900,395900,395900,394400,393400,396200,401700,404700,405400,405400,406400,406800,406500,405900,406400,407600,408300,406000,402800,399400,397000,396700,397300,396500,397700,401000,403700,404400,404900,406200,406300,402600,397500,395000,395300,397300,399200,401900,405500,408700,409800,410900,413800,416700,416700,417100,421000,426000,430100
